content,pos,neg,query
S'uper jodida mi BAM de @IUSACELL en Celaya usando mi Blackberry como modem y se supone que es Internet 3G http://yfrog.com/kgs8tp,0,1,iusacell
Pod'eis ganar 10 viajes al Campeonato Mundial de Surf y packs Xbox360+Kinect con Microsoft y Movistar. Descubrid c'omo en: http://t.co/vFsqar2,0,1,movistar
bueno en vista dq no veo mucha cooperacion por parte de @IUSACELL #Iusacell para agilizar la red mejor me retiro a descansar Â¬ Â¬,0,1,iusacell
"#feelingblue hoy siento que nadie me quiere, nadie me tuitea, ni movistar me manda mensajes promocionales. =( #notcool",0,1,movistar
Que pasa hoy con telcel? P'esimo servicio. No he tenido red en todo el d'ia.,0,1,telcel
Ya me traen astaa la madre movistar ii sus mjs agggr,0,1,movistar
"Problemas de comunicaciones con movistar,  corte de fibra en rancagua",0,1,movistar
Que se taaaardan estos de starbucks!!! Necesitan contratar gente de Mc!!!,0,1,starbucks
"yaaaaaaaaaa nadie contrate el internet de @telmex, es una porqueria!!!!!!!!!",0,1,telmex
En estos momentos tengo algo en contra de MOVISTAR :@,0,1,movistar
"Como me hacia falta el wifi vale, movistar esta hecho una mierda",0,1,movistar
me encanta entrar a starbucks con @DiegoRP25 y que nos digan java chip frappe verdad jajajaa,1,0,starbucks
@leozuckermann: La red 3G de Telcel es + lenta q una abuelita caminando con andadera. Desesperante! Con respeto para las abuelitas.,0,1,telcel
Movistar desplegar'a IPv6 en las instalaciones de la Campus Party 2011 de Valencia http://bit.ly/owFNxL,1,0,movistar
Que feliz tener mi  #Starbucks de cajeta tan cerca cuando salgo de la oficina despues de un largo d'ia,1,0,starbucks
Maldita se'nal de movistar como la odio!,0,1,movistar
"llevo 1 semana peleando con Movistar y aun no me arreglan internet, estoy pidiendo prestado el wifi de un vecino.",0,1,movistar
"Los unicos que me mandan msjs de texto son los de movistar, que cada dia me ofrecen una nueva promoci'on. NO SE DAN CUENTA QUE NO ME IMPORTA?",0,1,movistar
Movistar est'a imposible !! Solo a ratos tengo EDGE..@MovistarVe,0,1,movistar
En #starbucks queretaro con @JavieAL y @isisaguilar rico cafe,1,0,starbucks
Quiero mi internet haaa @Telcel aver a que hora.,0,1,telcel
JES'uS ADRIAN ROMERO MOVISTAR ARENA PLATEA ALTA y BAJA $11.000 CANCHA $20.000 produccionjar@gmail.com FONO 92513873 - 74528475 - 91715012,1,0,movistar
"Y para colmo es como si te estuvieran haciendo el favor, despu'es del dineral que uno paga puntualmente mes con mes! @Telcel apesta!!!",0,1,telcel
Movistar est'a pichisimo..,0,1,movistar
Gracias a movistar por los minutos y megas libres,1,0,movistar
POR LO PRONTO IUSACELL VA A LA CABEZA,1,0,iusacell
Telmex es una porqueria,0,1,telmex
Estoy en trabajo de parto y necesito avisarle por pin al padre de la criatura pero la se'nal de movistar no me deja @Presid_Movistar,0,1,movistar
FML nada como pasar el dia en las filas de telcel @MarPlln not cool dude!,0,1,telcel
"Hoy si, sin la red de Movistar, conectados al wifi si se puede.",0,1,movistar
No pude firmar mi contrato con @iusacell porque no serv'ia su impresora  y no pod'ian hacer nada por mi. Acaban de perder 3 clientes!!!,0,1,iusacell
Todo movistar anda en GSM pero que co'no yo sigo sin renta..,0,1,movistar
Propaganda de Telmex de la gota de sudor...10 Puntos...,1,0,telmex
7 horas sin EDGE movistar pa que tas?,0,1,movistar
Mejora la Seguridad de tu M'odem Infinitum | Telmex/Blog http://me.lt/1F0Ez,1,0,telmex
"Camorra!RT @brachoroman1: Alaaaveeeergaaaaa @presid_movistar RT@EpaLuisi: Alg'un d'ia mandar'e a matar al presidente de Movistar, ya lo ver'an.",0,1,movistar
"Odio Que #Telcel no permita que #Twitter me mand'e un #SMS de notificaci'on, que fraude",0,1,telcel
"Que rayos pasa con @iusacell? Solo en el centro de chilpancingo tengo senal EVDO y a donde trabajo (que es orilla) pura senal 1X, #porqueria",0,1,iusacell
Ayer reportaron una linea telmex de la casa y hoy a las 8:55 am ya estaban tocando el timbre.nice qu'e telmex se est'e poniendo las pilas,1,0,telmex
Gracias a #Movistar descubr'i que no tengo paciencia,0,1,movistar
"Jajaj claro RT@Issjonathan: Maldecir a Movistar no tiene precio, para todo lo dem'as existe el Wi Fi.",0,1,movistar
Ditasea con la se'nal de movistar :@,0,1,movistar
A alguien mas le ha fallado telcel hoy ?,0,1,telcel
es tan basura la pag de @TELCEL que te piden el estado donde te encuentras... joder y la API de geolocalizacion de Firefox??.. 'usenla,0,1,telcel
No sirve el internet de mi casa y tengo q estar con el de @telcel,0,1,telcel
"Van 2 horas tratando de bajar unas fotos pero la descarga se reinicia cada q mi internet se desconecta, que es bien seguido. Gracias Telmex.",0,1,telmex
Ya en Santa Fe (Starbucks) esperando a que inicie la presentaci'on de Nissan Versa,1,0,starbucks
Alguien ha denunciado a @Telcel en Profeco? Si sirve de algo? Tienen twitter?,0,1,telcel
Tv cable tiene un servicio de internet de a verg*...Por eso confio en Telmex (ahora CLARO) :D,1,0,telmex
Movistar usar'a en Campus Party el nuevo protocolo de Internet IPv6 http://t.co/cGeHxZF v'ia @netambulo,0,1,movistar
Hasta el 1ro de septiembre podr'e utilizar mi tlf gracias a #Movistar,0,1,movistar
Los datos de Blackberry para Movistar estan fatales a esta hora. Tarda una eternidad para enviar o recibir algo tan sencillo como un msg PIN,0,1,movistar
No tengo Se'nal en mi @Telcel que chafa!!,0,1,telcel
#telcel ten'ia que decirte que me joden tus mensajes. de ofertas La siguiente vez que me mandes uno que sea para darme dinero.,0,1,telcel
Quiero el nuevo #MotorolaPro #Iusacell #Hedicho apenas salga lo comprare =D,1,0,iusacell
RECLAMO TELMEX http://t.co/ZQFYuA2 Do'na Patricia VS Telmex...jajaja Coming Soon Diana Marcela Vs EMcali jaja,0,1,telmex
â€œ@segundared: @cherygarcia saludos un RT para unirnos a #undiasincelular para protestar en contra de #telcel y asi deje de ganar 460 me uno,0,1,telcel
A ver @iusacell lo primero que les dije fue que a ver si cuando era queja y no 'venta' eran igual de amables y r'apidos y no veo claro Â¬Â¬,0,1,iusacell
VOLVERE A RECORDAR LO QUE NO SABIAS @DONTETTO YA EN TELMEX!!! :),1,0,telmex
"Las ventajas de la competencia. Cuando nos tocara?Yoigo, Orange y los OMV ponen contra las cuerdas a Movistar y Vodafone http://t.co/podCclc",0,1,movistar
Yo aqui gastando los megas xq mi panita movistar me repondra 50 mb ma'nana  :) :) :),1,0,movistar
"Yo no, Movistar hoy se ha lucido! RT@AngelesPirela: @YojannyAlanis Me ten'eis en el rinc'on de los ignorados.! =(",0,1,movistar
#Problemas con los #datos. (#3G y #Edge) #Movistar #venezuela. Creo q es a nivel nacional. @Presid_Movistar @movistarve_atc,0,1,movistar
#yoconfieso que me muero de nervios de saber que Telmex ya est'a subiendo la velocidad y a mi no me llaman u_U #tenfe!,0,1,telmex
Bueno voy a pelearme un rato con Movistar :/ @joseba_morales @ErikaCoello,0,1,movistar
"Que pasa #Movistar ya van dos d'ias que se cae el internet a esta hora, mal",0,1,movistar
+1 u.u  RT @Mocosa_: MALDITOOO MIIILL VECESS MOVISTAR Y SUSS 6GB DE NAVEGACION! MILL MIL VCS MALDITO :| [cliente arrecho :|],0,1,movistar
Se supone que Telmex de nuevo estaba actualizando los planes. Mi modem lleva mes y medio sin ser apagado y sigue igual de jodida mi conexi'on,0,1,telmex
Ya tenemos cafetera en la oficina. El starbucks de Chapultepec ya puede explotar en mil pedazos.,0,1,starbucks
sr de movistar xq los operadores tratan mal a los clientes un jorge arcos m trato a la patada y no hizo mi requirimiento donde m quejo,0,1,movistar
Necesito ir a iusacell para poder bajar aplicaciones :(,0,1,iusacell
Seguro todos los que tengan C3 RT @oriigami Mi tel'efono no se quiere conectar :-( Â¿Qui'en m'as de Movistar est'a as'i?,0,1,movistar
Vamos Vinotinto RT @Presid_Movistar: Movistar con Venezuela y la VinoTinto!! http://yfrog.com/kl64lzj,1,0,movistar
En los roques lease cuatro dias sin se'nal de movistar.,0,1,movistar
"Ya se paso de Merga #Telmex todabia q me quedo 1 semana y media sin internet, ahora me sale con su lentium #desesperante",0,1,telmex
GRACIAS a #telcel que me desperto en Sabado desde las 9am con una llamada...gracias telcel en serio &gt;.&lt;,0,1,telcel
chavos mala noticia ya no tengo internet movil ando viendo a donde me voy... y movistar me esta seduciendo en verdad es muy baratooo,0,1,movistar
"Â¿qu'e es mas jodido, movistar o unefon ?  #espregunta",0,1,movistar
Ayer me avisaron de @telcel que estaba en lista de espera para el Samsung Galaxy S 2 :(,0,1,telcel
Y que van a abrir un 6to Starbucks cerca de mi casa... :),1,0,starbucks
Alguien mas en #Chiapas no tiene servicio de Iusacell ? @chiapatuit,0,1,iusacell
"Es mas f'acil que Marta Higareda me invite a su casa, que pedir un caf'e en Starbucks",0,1,starbucks
y a ver.. hasta cuando vuelvo a estar en internet!!! hasta q telmex arregle mi telefono??? entoncs ya valio!!! :S,0,1,telmex
"esperando el mensajito de confirmaci'on de movistar, como se hacen de rogar los mamones...",0,1,movistar
Que mierdaaa esta se'nal de movistar @Presid_Movistar para cobrarme si son puntuales pero la se'nal es un asco,0,1,movistar
Cambiese a @Iusacell Y Pare De Sufrir @Odaliisgs,1,0,iusacell
...me choca NO tener internet cuando uno est'a pagando! MALDITO TELCEL!!,0,1,telcel
Para los adictos a los frappuccinos del Starbucks aqu'i hay una receta para hacerlos en casa m'as baratos: http://goo.gl/eM2FE,0,1,starbucks
Siendo sinceros.. Ame el anti-splash del starbucks! (:,1,0,starbucks
Pero hoy estaba mmgbo .i. Lo odie hoy... Jum RT @DanieeBenitez: Movistar es el mejor RT LaAbuelaBipolar Odio movistar .i.,0,1,movistar
"SMS con Movistar esta fallando, validan el tiempo de respuesta",0,1,movistar
DIFICIL!! DIFICIL!!! Montar una BD en el Host de @telmex,0,1,telmex
Movistar hoy esta mas mierda que nunca,0,1,movistar
Ayer la gedionda se'nal de megacable se fue y no pude terminar de ver mi peli ._.,0,1,megacable
"Bueno, me atendi'o bien y no fue pesada 1 bien Movistar,",1,0,movistar
Desgraciado movistar :@,0,1,movistar
Hoy el servicio de Telcel estuvo del nabo! #malditosistema,0,1,telcel
"No robes, recuerda que ni a Movistar ni al gobierno le gusta la competencia. :-p #veroTips",0,1,movistar
"ahora si fui v'ictima del robo telcel, por 5 min de llamada recibida se ching'o $30 de credito, mam'o",0,1,telcel
Qu'e lento es el Internet #Prodigy. Los 4 gigas que realmente son 500 kb. Â¿A alguien m'as le pasa? Es realmente MAL'iSIMO el servicio Telmex.,0,1,telmex
Gracias por nada de nuevo al servicio de atencion a clientes de @IUSACELL fatales!!,0,1,iusacell
Lo que mas me gusta de llamar al *611 en Movistar es escuchar Hey soul sister? :),1,0,movistar
Ala gran... Q tardados estos d movistar en metrocentro. Llevo ksi 1hr d espera!,0,1,movistar
@LasLimonas: Si tuviera una sola bomba no sabr'ia si ponerla en movistar o ticketek. O cablevision.,0,1,movistar
Imbesiles sujetos del call center de movistar... io se 1000000000 veces mas q esos pendejos..!! Grrrrrrrrrrr,0,1,movistar
Podra haber un dia en el que digamos el servicio de Telcel es bueno? #sue'noguajiro,0,1,telcel
Ma'nana si gana Mexico @Starbucks gratis para TODOS... (solo los de la apuesta ;D ),1,0,starbucks
Por todos lados hermano! RT @NorbertoPD13: Si no fuese por el wifi estaria en gsm... Se cayo la se*al de movistar por aqui,0,1,movistar
Que levanten las manos todos aquellos que en estos momentos quieren quemar las oficinas de movistar \\?/,0,1,movistar
Soy libre!!! no mas starbucks a partir del 28 de julio porque me voy de vacacioneeeeees! #sohappy,1,0,starbucks
"@chavi_G: #omg creo que en Starbucks, no me dieron mi Green tea cream deslactosado... :s jaaa sentiste el guru guru??? Jajaja",1,0,starbucks
Wow con el servicio de Telmex.,1,0,telmex
"ser'e ABC1? ,me llego un mensaje de movistar con descuento para ir a la nieve...",1,0,movistar
He ido a Starbucks con mi hermana y se equivocaron con el sabor de un batido. Nos han regalado dos batidos mas de los que pedimos #guay,1,0,starbucks
Sabias que Con movistar tienes planes blakberry desde $356 pesos mensuales con equipo gratis  pregunta con tu distribuidor mas cercano.,1,0,movistar
Descubre tu plan perfecto en www.movistar.com.ve o al 811 y te orientar'an sobre planes que mejor se ajustan a ti V'ia: MovistarVE,1,0,movistar
Ah boe -.- los de Telmex son wachiturros(? Okno. Pero nada que arreglan la se'nal :(,0,1,telmex
Por lo que veo Movistar anda fallando y sus usuarios masoquistas como siempre.,0,1,movistar
Totalmente :/ RT @aleroversi: Lo de #Movistar hoy ya es vulgar...,0,1,movistar
#Mecagas Iusacell! El Dia que seas Mas Grande que Telcel Te amare Por siempre!,0,1,telcel
â€œ@Telcel: @VGLenin El costo del #GalaxySIITelcel en el plan.../ lo que me interesa saber es por que bloquearon #heywire,0,1,telcel
Hijo de la Triple-tetra-catre-hijue-granputisima que te pario!!!!!!!! #Telmex me la est'as pelando Â¬Â¬,0,1,telmex
"Me fall'o el 3G... Creo que mandar'e a la fregada a @Telcel y me ir'e a #Movistar, ademas son un robo sus recargas.",0,1,telcel
Amo los cajeros de starbucks :D,1,0,starbucks
Dia exquisitoo.. Camino a movistar.. De nuevo,1,0,movistar
Me pediste tiempo y te regal'e una ficha de Telcel.,0,1,telcel
"Ok retiro lo dicho, bola de gente mal vibrosa y tramites lentos en telcel!",0,1,telcel
"Oficialmente una semana sin internet, grax #Telmex, ojala nos descuenten esa semana del pago",0,1,telmex
"Me quedare con ganas de hacer reposicion disque a precios mas economicos, los tramposos de #movistar",0,1,movistar
#nomamar @telcel cada d'ia esta peor!,1,0,telcel
Movistar ha estado  tan divertido. Ho,0,1,movistar
De verdad que si no fuera por el WIFI de la casa seria triste porque Movistar es una MIERDA!,0,1,movistar
Sto s peor q cuando stas enamoradoo! No puedo vivir sin bb y dsgraciadiamnt sin TelCeL.. Pero una visita + a un CAT y m suicido!  I promise!,0,1,telcel
Quieren 50mb gratis en su linea? Manda un mensaje de texto gratis con la palabra DATOS al 8950 SOLO #movistar @presid_movistar,1,0,movistar
se esta pifiando telmex,0,1,telmex
La 'unica en la semana que sonr'ie jajajaja empresa de mierda megacable arriba la TV abierta http://yfrog.com/kgijwoj,0,1,megacable
Mi internet es una basura y lleva as'i aproximadamente un a'no y no hacen nada para solucionarlo gracias #Telmex :D,0,1,telmex
@gabduran: @luciavillagran diles q te mudas y no tienen cobertura en esa area jajajajaja me hubieran dicho: todo mex es territorio telcel.,0,1,telcel
"en este pa'is, no sirven los servicios de luz, agua, internet, telef'onico y ahora movistar... #PeroEstamosBienXqNoEstamosPeor",0,1,movistar
@yurihasser   las rentabamos en el videocentro que estaba a espaldas de telmex de constituci'on&lt;Te acuerdas de Buggy.que hacen un desmadre,0,1,telmex
Sin internet y TV gracias a Telmex,0,1,telmex
Â¿C'omo puede haber un lugar sin red de datos Movistar en una Ciudad como Caracas?,0,1,movistar
Quiero llorar 3 cabrones me atendieron de #telmex 170 min de mi d'ia hablando con ellos. Ninguno sabÃèa lo q hab'ia hecho el otro. Y a'un ...,0,1,telmex
"Los de movistar son unos pecadores, llamando a estas horas de la madrugada solo para decirme cosas que ya se -_-",0,1,movistar
"Necesito un rico y nutritivo desayuno de @Starbucks querida marca amiga ven a mi, necesito de tus cari'nos!",1,0,starbucks
Me est'an colgando los de Movistar. Estoy algo nerviosa y enfadada. Necesito un poco de chocolate.,0,1,movistar
"noooo sabes lo que pasa, que las operadoras de movistar nunca te atienden y estas horas y horas llamando para nada",0,1,movistar
PUTO @Telmex!!! Neta? 0.81 de bajada y 0.08 de subida? NO MAMEN!! para cuando mis 5MB que tanto anuncian en los recibos? Â¬Â¬,0,1,telmex
"Movistar por favor te puedes comportar, gracias ;)",0,1,movistar
Voy a quemar a Movistar -.- 5 horas con el cel sin servicio!,0,1,movistar
ENVIA MENSAJES GRATIS A MAS DE 200 PAISES INCLUYENDO VENEZUELA MOVISTAR MOVILNET Y DIGITEL DESDE http://t.co/DPSczFD... #digitel #nohayse'nal,0,1,movistar
Movistar con M de Â¡MIERDA!,0,1,movistar
"Osh, me choca que no me conteste y que la puta de #Telcel diga:  Buzon telcel, la llamada se cobrara al terminar los tonos siguientes",0,1,telcel
Lpm Movistar de mierda Â¬Â¬,0,1,movistar
@RicardoMullerI: @JacqueAngli: Quiero un plaan yaaa!!!!!!!! / vee a telcel! Jajajajjajajaajajaja que mensoo rickii!!,1,0,telcel
Acabo de trollear a la cuenta de megacable en facebook. Perd'on @rodrigoviolante,0,1,megacable
Unn rayoo de soll hoo hoooo lalalalalalalalalalala y hayy amaa como te quiere mi apaaa @YADIRA_GPE amooo qe seas ya chica movistar yujuuuu,1,0,movistar
Hace mucho que no voy a starbucks por un cafe,1,0,starbucks
malditos de iusacell se quedaron mi cable para conectar mi telefono a la compu ):,0,1,iusacell
"30 minutos al tel'efono para dar de baja un servicio de Movistar, y es la tercera vez que lo intento.",0,1,movistar
Ya creo ke dormir'e ma'nana hay mucha gente que ensartar con un plan tarifario #telcel,0,1,telcel
Me gustaria q abrieran un starbucks aqui...,1,0,starbucks
"si de por si la se'nal de iusacell es una mierda, su internet es peor.",0,1,iusacell
"movistar, vete a cagar a la playa, acabas d lograr una clienta menos forever y el peor boca a boca posible.",0,1,movistar
Domingo d chamba relax en #Starbucks Chacarilla.,1,0,starbucks
"Y movistar sigue sin servicio por mi casa... Qu'e ch'evere, vale! Me provoca pagarles la renta as'i, Â¿Oyeron?",0,1,movistar
